id,date,month,category,region,channel,quantity,amount
81680,2025-10-07,oct,groceries,south,in_store,1,109.75
81681,2025-10-01,oct,travel,east,online,3,3596.89
81682,2025-10-08,oct,transport,north,in_store,3,85.85
81683,2025-10-10,oct,coffee,north,in_store,2,9.05
81684,2025-10-24,oct,transport,south,in_store,1,34.77
81685,2025-10-02,oct,rent,south,in_store,3,2064.29
81686,2025-10-12,oct,groceries,east,in_store,5,182.08
81687,2025-10-11,oct,dining,south,online,5,133.41
81688,2025-10-05,oct,electronics,south,in_store,5,1480.84
81689,2025-10-28,oct,dining,north,in_store,2,107.37
81690,2025-10-09,oct,coffee,north,in_store,1,7.03
81691,2025-10-17,oct,groceries,south,in_store,3,33.40
81692,2025-10-10,oct,coffee,east,online,5,7.04
81693,2025-10-08,oct,groceries,east,online,5,164.68
81694,2025-10-14,oct,dining,east,online,2,116.73
81695,2025-10-23,oct,transport,east,online,2,49.22
81696,2025-10-06,oct,electronics,east,in_store,5,2378.68
81697,2025-10-18,oct,electronics,south,in_store,5,1382.75
81698,2025-10-25,oct,rent,west,online,4,1079.14
81699,2025-10-06,oct,electronics,east,in_store,1,2034.68
81700,2025-10-01,oct,coffee,south,in_store,2,8.83
81701,2025-10-17,oct,groceries,east,in_store,5,137.36
81702,2025-10-14,oct,dining,south,online,5,163.07
81703,2025-10-13,oct,groceries,west,online,3,193.27
81704,2025-10-26,oct,groceries,south,online,1,102.73
81705,2025-10-24,oct,transport,south,online,1,82.11
81706,2025-10-31,oct,groceries,east,online,1,15.34
81707,2025-10-30,oct,groceries,north,in_store,2,120.14
81708,2025-10-29,oct,rent,south,online,3,1612.88
81709,2025-10-12,oct,groceries,east,online,3,17.28
81710,2025-10-15,oct,groceries,east,in_store,5,91.14
81711,2025-10-23,oct,groceries,west,in_store,4,97.64
81712,2025-10-11,oct,rent,south,online,2,1886.86
81713,2025-10-14,oct,groceries,west,in_store,2,109.22
81714,2025-10-29,oct,dining,north,in_store,1,35.60
81715,2025-10-15,oct,groceries,south,in_store,5,191.96
81716,2025-10-20,oct,transport,north,online,3,89.76
81717,2025-10-24,oct,coffee,east,in_store,1,10.65
81718,2025-10-03,oct,travel,west,online,2,2006.74
81719,2025-10-27,oct,coffee,north,in_store,1,9.30
81720,2025-10-27,oct,transport,north,in_store,3,52.77
81721,2025-10-10,oct,rent,north,online,5,2118.03
81722,2025-10-10,oct,dining,east,in_store,2,149.16
81723,2025-10-25,oct,electronics,south,in_store,3,77.39
81724,2025-10-28,oct,transport,west,in_store,4,50.95
81725,2025-10-28,oct,groceries,west,in_store,1,36.37
81726,2025-10-18,oct,groceries,south,online,1,23.37
81727,2025-10-12,oct,utilities,south,in_store,5,336.33
81728,2025-10-16,oct,electronics,north,in_store,5,451.43
81729,2025-10-07,oct,groceries,north,in_store,2,182.62
81730,2025-10-05,oct,dining,south,in_store,2,145.55
81731,2025-10-11,oct,dining,north,online,5,147.08
81732,2025-10-04,oct,electronics,east,in_store,4,1509.11
81733,2025-10-01,oct,groceries,south,online,1,49.65
81734,2025-10-13,oct,rent,east,online,1,2190.74
81735,2025-10-14,oct,groceries,west,online,4,208.77
81736,2025-10-11,oct,utilities,west,in_store,1,322.38
81737,2025-10-17,oct,coffee,north,in_store,3,10.55
81738,2025-10-24,oct,coffee,west,online,3,9.24
81739,2025-10-01,oct,coffee,west,online,2,6.19
81740,2025-10-26,oct,travel,west,in_store,1,3344.99
81741,2025-10-31,oct,travel,north,online,2,1624.27
81742,2025-10-16,oct,coffee,south,in_store,4,6.69
81743,2025-10-11,oct,coffee,south,online,5,3.91
81744,2025-10-23,oct,groceries,north,online,1,78.60
81745,2025-10-27,oct,travel,east,in_store,4,3089.34
81746,2025-10-06,oct,utilities,west,in_store,2,150.34
81747,2025-10-21,oct,rent,east,in_store,2,2239.22
81748,2025-10-21,oct,groceries,north,online,5,166.45
81749,2025-10-12,oct,coffee,west,in_store,2,3.50
81750,2025-10-21,oct,transport,south,in_store,2,53.06
81751,2025-10-29,oct,utilities,north,in_store,2,216.33
81752,2025-10-31,oct,dining,north,in_store,1,66.35
81753,2025-10-12,oct,rent,west,in_store,1,1887.84
81754,2025-10-17,oct,dining,north,online,5,118.62
81755,2025-10-03,oct,coffee,east,online,3,9.93
81756,2025-10-16,oct,groceries,north,in_store,1,211.81
81757,2025-10-08,oct,groceries,north,in_store,1,155.55
81758,2025-10-10,oct,utilities,east,online,1,282.51
81759,2025-10-11,oct,dining,south,online,2,81.94
81760,2025-10-08,oct,dining,west,in_store,2,21.06
81761,2025-10-16,oct,transport,south,in_store,5,48.11
81762,2025-10-29,oct,coffee,south,online,3,3.13
81763,2025-10-21,oct,transport,south,in_store,3,67.94
81764,2025-10-24,oct,transport,south,in_store,1,35.39
81765,2025-10-20,oct,coffee,south,in_store,3,11.58
81766,2025-10-01,oct,dining,south,in_store,2,159.69
81767,2025-10-03,oct,coffee,north,in_store,2,12.42
81768,2025-10-15,oct,coffee,west,in_store,5,4.01
81769,2025-10-12,oct,dining,east,in_store,2,94.00
81770,2025-10-22,oct,groceries,west,online,3,183.30
81771,2025-10-05,oct,coffee,west,online,2,11.63
81772,2025-10-13,oct,groceries,east,in_store,5,152.79
81773,2025-10-26,oct,transport,east,online,4,66.84
81774,2025-10-24,oct,coffee,south,online,4,12.97
81775,2025-10-22,oct,dining,east,online,4,33.17
81776,2025-10-10,oct,groceries,south,online,3,187.55
81777,2025-10-05,oct,dining,east,online,2,88.86
81778,2025-10-20,oct,coffee,south,online,1,13.80
81779,2025-10-01,oct,dining,south,in_store,3,151.32
81780,2025-10-29,oct,transport,north,in_store,1,83.70
81781,2025-10-20,oct,coffee,north,in_store,4,7.11
81782,2025-10-13,oct,utilities,north,online,3,246.13
81783,2025-10-17,oct,dining,south,online,1,92.65
81784,2025-10-29,oct,transport,south,in_store,5,21.63
81785,2025-10-17,oct,groceries,east,in_store,5,29.50
81786,2025-10-17,oct,utilities,west,in_store,3,86.31
81787,2025-10-29,oct,coffee,south,in_store,1,8.21
81788,2025-10-10,oct,dining,north,in_store,3,45.60
81789,2025-10-29,oct,coffee,east,in_store,4,6.70
81790,2025-10-01,oct,coffee,west,online,4,8.55
81791,2025-10-23,oct,groceries,south,in_store,1,85.83
81792,2025-10-13,oct,groceries,west,online,5,52.84
81793,2025-10-27,oct,coffee,south,online,2,7.74
81794,2025-10-17,oct,coffee,south,in_store,1,3.62
81795,2025-10-25,oct,coffee,east,online,3,4.72
81796,2025-10-18,oct,dining,west,in_store,4,45.04
81797,2025-10-03,oct,utilities,south,online,4,295.67
81798,2025-10-10,oct,rent,west,in_store,3,913.70
81799,2025-10-24,oct,transport,north,online,5,7.62
81800,2025-10-10,oct,coffee,west,online,4,12.84
81801,2025-10-30,oct,dining,west,online,1,58.32
81802,2025-10-22,oct,electronics,north,online,3,1265.32
81803,2025-10-11,oct,groceries,west,online,1,213.00
81804,2025-10-05,oct,electronics,west,online,5,2162.75
81805,2025-10-06,oct,groceries,north,online,5,47.01
81806,2025-10-25,oct,dining,south,in_store,5,89.58
81807,2025-10-18,oct,dining,west,in_store,1,19.67
81808,2025-10-06,oct,electronics,east,in_store,3,607.84
81809,2025-10-30,oct,groceries,west,in_store,3,212.12
81810,2025-10-27,oct,electronics,south,in_store,3,2266.84
81811,2025-10-17,oct,transport,west,online,4,25.96
81812,2025-10-16,oct,dining,north,online,2,77.06
81813,2025-10-30,oct,groceries,east,online,2,82.44
81814,2025-10-21,oct,dining,west,online,2,86.03
81815,2025-10-01,oct,coffee,north,in_store,5,3.17
81816,2025-10-21,oct,coffee,south,in_store,4,10.31
81817,2025-10-10,oct,utilities,south,online,4,151.56
81818,2025-10-05,oct,coffee,south,in_store,2,5.17
81819,2025-10-28,oct,dining,east,online,3,44.60
81820,2025-10-04,oct,groceries,south,online,4,127.40
81821,2025-10-27,oct,rent,north,in_store,4,1829.17
81822,2025-10-05,oct,dining,west,in_store,5,107.15
81823,2025-10-05,oct,groceries,west,online,3,92.83
81824,2025-10-13,oct,coffee,north,online,1,5.64
81825,2025-10-31,oct,electronics,north,in_store,2,454.42
81826,2025-10-02,oct,groceries,west,online,2,25.57
81827,2025-10-17,oct,transport,north,in_store,4,59.68
81828,2025-10-31,oct,transport,south,online,3,27.30
81829,2025-10-29,oct,coffee,south,online,1,12.14
81830,2025-10-28,oct,coffee,north,online,3,8.36
81831,2025-10-07,oct,travel,east,online,1,1113.26
81832,2025-10-08,oct,dining,east,online,5,164.46
81833,2025-10-07,oct,utilities,east,online,5,359.53
81834,2025-10-18,oct,groceries,west,online,5,51.00
81835,2025-10-24,oct,groceries,east,in_store,4,20.44
81836,2025-10-07,oct,groceries,south,online,3,19.89
81837,2025-10-28,oct,groceries,east,in_store,3,102.57
81838,2025-10-01,oct,groceries,west,in_store,2,161.34
81839,2025-10-26,oct,rent,west,in_store,3,1473.06
81840,2025-10-01,oct,dining,north,in_store,2,13.23
81841,2025-10-02,oct,groceries,south,online,3,124.68
81842,2025-10-02,oct,electronics,east,in_store,1,1032.74
81843,2025-10-25,oct,dining,west,in_store,1,56.57
81844,2025-10-11,oct,coffee,north,in_store,5,3.06
81845,2025-10-26,oct,groceries,south,online,4,188.32
81846,2025-10-12,oct,utilities,south,online,2,176.09
81847,2025-10-23,oct,transport,north,online,3,70.72
81848,2025-10-09,oct,transport,east,online,5,32.75
81849,2025-10-08,oct,groceries,south,in_store,4,34.58
81850,2025-10-06,oct,coffee,west,online,4,12.01
81851,2025-10-15,oct,coffee,south,in_store,5,6.92
81852,2025-10-14,oct,rent,east,in_store,2,2056.66
81853,2025-10-06,oct,electronics,east,online,2,972.39
81854,2025-10-17,oct,groceries,south,online,4,78.44
81855,2025-10-06,oct,coffee,west,in_store,4,8.03
81856,2025-10-10,oct,coffee,west,online,5,13.05
81857,2025-10-06,oct,groceries,north,in_store,4,124.04
81858,2025-10-26,oct,dining,east,online,4,66.58
81859,2025-10-10,oct,groceries,south,in_store,5,103.76
81860,2025-10-22,oct,coffee,south,online,2,4.03
81861,2025-10-03,oct,transport,south,in_store,2,2.46
81862,2025-10-12,oct,coffee,east,online,5,7.48
81863,2025-10-10,oct,utilities,south,online,2,139.04
81864,2025-10-07,oct,groceries,east,in_store,4,179.40
81865,2025-10-21,oct,dining,north,online,2,78.27
81866,2025-10-16,oct,transport,east,online,1,72.66
81867,2025-10-24,oct,dining,south,in_store,2,85.70
81868,2025-10-08,oct,groceries,south,in_store,5,126.09
81869,2025-10-13,oct,electronics,west,online,2,1587.48
81870,2025-10-20,oct,electronics,south,online,5,757.00
81871,2025-10-26,oct,utilities,east,in_store,5,172.66
81872,2025-10-21,oct,dining,north,in_store,3,144.47
81873,2025-10-20,oct,groceries,east,in_store,2,175.58
81874,2025-10-01,oct,coffee,west,in_store,5,8.00
81875,2025-10-26,oct,utilities,north,online,1,132.75
81876,2025-10-12,oct,coffee,south,online,5,4.53
81877,2025-10-27,oct,travel,north,in_store,3,527.71
81878,2025-10-22,oct,coffee,west,in_store,5,8.52
81879,2025-10-31,oct,groceries,east,online,1,209.90
81880,2025-10-05,oct,transport,south,online,1,65.77
81881,2025-10-02,oct,groceries,south,in_store,5,135.55
81882,2025-10-17,oct,groceries,south,in_store,1,23.12
81883,2025-10-25,oct,coffee,east,online,5,6.27
81884,2025-10-12,oct,electronics,west,online,1,441.42
81885,2025-10-25,oct,groceries,north,online,4,58.48
81886,2025-10-29,oct,groceries,east,online,1,135.64
81887,2025-10-18,oct,dining,north,online,5,88.61
81888,2025-10-12,oct,transport,west,online,5,5.21
81889,2025-10-08,oct,coffee,south,in_store,3,8.98
81890,2025-10-06,oct,dining,east,online,1,163.83
81891,2025-10-10,oct,coffee,east,in_store,2,6.46
81892,2025-10-25,oct,coffee,west,in_store,5,11.17
81893,2025-10-08,oct,groceries,south,in_store,5,19.75
81894,2025-10-09,oct,groceries,west,online,4,188.19
81895,2025-10-02,oct,electronics,east,in_store,2,1487.21
81896,2025-10-09,oct,coffee,east,in_store,4,3.98
81897,2025-10-24,oct,utilities,north,online,2,156.69
81898,2025-10-07,oct,dining,west,online,5,89.61
81899,2025-10-17,oct,coffee,east,in_store,5,3.96
81900,2025-10-28,oct,dining,north,online,4,56.75
81901,2025-10-21,oct,groceries,north,online,3,71.18
81902,2025-10-06,oct,electronics,north,online,1,2015.62
81903,2025-10-13,oct,coffee,west,in_store,2,5.75
81904,2025-10-28,oct,dining,south,in_store,2,174.89
81905,2025-10-21,oct,transport,east,in_store,1,39.85
81906,2025-10-02,oct,utilities,east,in_store,5,176.05
81907,2025-10-31,oct,groceries,east,online,1,218.66
81908,2025-10-27,oct,coffee,north,in_store,3,8.85
81909,2025-10-05,oct,transport,east,online,3,71.52
81910,2025-10-25,oct,electronics,east,in_store,4,1963.04
81911,2025-10-24,oct,dining,west,online,4,55.34
81912,2025-10-30,oct,groceries,west,in_store,1,215.57
81913,2025-10-10,oct,coffee,west,online,3,3.14
81914,2025-10-16,oct,coffee,west,online,3,10.55
81915,2025-10-16,oct,groceries,south,in_store,5,111.48
81916,2025-10-12,oct,electronics,east,online,3,1473.84
81917,2025-10-05,oct,groceries,north,in_store,1,204.29
81918,2025-10-09,oct,transport,north,online,1,42.74
81919,2025-10-26,oct,dining,north,online,4,94.62
81920,2025-10-02,oct,dining,east,in_store,1,101.18
81921,2025-10-28,oct,utilities,north,in_store,2,292.59
81922,2025-10-01,oct,electronics,south,in_store,5,1847.03
81923,2025-10-15,oct,coffee,east,online,4,11.36
81924,2025-10-22,oct,transport,west,online,2,90.26
81925,2025-10-18,oct,transport,south,online,4,70.06
81926,2025-10-17,oct,groceries,south,online,1,82.36
81927,2025-10-14,oct,utilities,east,in_store,1,193.51
81928,2025-10-12,oct,coffee,north,online,5,13.31
81929,2025-10-03,oct,transport,east,in_store,1,63.38
81930,2025-10-06,oct,dining,west,in_store,5,135.45
81931,2025-10-11,oct,coffee,west,online,2,3.80
81932,2025-10-30,oct,travel,west,in_store,3,3293.91
81933,2025-10-07,oct,groceries,east,in_store,4,202.47
81934,2025-10-30,oct,travel,north,in_store,3,3798.92
81935,2025-10-06,oct,electronics,east,in_store,3,1817.81
81936,2025-10-20,oct,dining,north,online,3,109.14
81937,2025-10-08,oct,utilities,south,in_store,5,156.71
81938,2025-10-08,oct,dining,west,online,3,138.30
81939,2025-10-14,oct,dining,north,online,4,150.63
81940,2025-10-31,oct,transport,west,in_store,5,62.40
81941,2025-10-24,oct,utilities,north,online,1,278.36
81942,2025-10-13,oct,groceries,south,in_store,3,125.74
81943,2025-10-18,oct,groceries,west,online,1,10.50
81944,2025-10-05,oct,utilities,north,online,2,307.08
81945,2025-10-30,oct,groceries,west,in_store,4,158.35
81946,2025-10-12,oct,dining,north,in_store,5,122.28
81947,2025-10-05,oct,utilities,north,online,4,96.86
81948,2025-10-23,oct,coffee,east,in_store,3,13.48
81949,2025-10-01,oct,dining,east,in_store,3,33.13
81950,2025-10-02,oct,coffee,south,in_store,2,13.53
81951,2025-10-12,oct,groceries,west,in_store,3,113.15
81952,2025-10-24,oct,groceries,west,in_store,5,208.51
81953,2025-10-26,oct,groceries,north,in_store,2,150.17
81954,2025-10-20,oct,groceries,west,online,2,96.95
81955,2025-10-28,oct,groceries,west,online,2,176.23
81956,2025-10-17,oct,utilities,south,in_store,4,321.82
81957,2025-10-24,oct,groceries,east,in_store,1,90.73
81958,2025-10-02,oct,coffee,north,online,2,12.17
81959,2025-10-18,oct,dining,west,in_store,3,82.90
81960,2025-10-22,oct,groceries,west,in_store,3,121.94
81961,2025-10-24,oct,groceries,west,online,1,71.50
81962,2025-10-08,oct,groceries,east,in_store,5,117.20
81963,2025-10-25,oct,travel,west,in_store,2,3392.33
81964,2025-10-30,oct,dining,east,online,2,122.20
81965,2025-10-20,oct,utilities,east,online,5,182.67
81966,2025-10-18,oct,coffee,south,in_store,5,6.46
81967,2025-10-17,oct,coffee,north,online,4,11.39
81968,2025-10-02,oct,groceries,north,in_store,3,35.64
81969,2025-10-19,oct,dining,east,in_store,5,149.54
81970,2025-10-16,oct,rent,east,online,5,2032.30
81971,2025-10-17,oct,dining,west,online,1,43.80
81972,2025-10-25,oct,coffee,east,online,5,7.11
81973,2025-10-23,oct,dining,east,online,5,110.18
81974,2025-10-03,oct,electronics,north,online,5,1977.45
81975,2025-10-11,oct,groceries,west,in_store,3,158.12
81976,2025-10-09,oct,groceries,west,online,2,174.39
81977,2025-10-15,oct,coffee,west,online,2,6.68
81978,2025-10-17,oct,coffee,east,in_store,3,13.66
81979,2025-10-04,oct,utilities,north,online,5,117.53
81980,2025-10-31,oct,groceries,north,in_store,5,179.09
81981,2025-10-16,oct,groceries,north,online,2,176.71
81982,2025-10-26,oct,transport,south,in_store,4,69.34
81983,2025-10-20,oct,dining,north,online,3,32.51
81984,2025-10-11,oct,groceries,west,in_store,5,150.42
81985,2025-10-05,oct,coffee,north,online,1,6.75
81986,2025-10-20,oct,groceries,west,online,4,93.47
81987,2025-10-31,oct,coffee,east,online,5,6.44
81988,2025-10-16,oct,utilities,east,online,3,217.28
81989,2025-10-08,oct,groceries,east,online,2,103.44
81990,2025-10-20,oct,groceries,west,in_store,3,117.37
81991,2025-10-24,oct,electronics,east,online,1,2150.57
81992,2025-10-03,oct,groceries,south,in_store,4,120.70
81993,2025-10-13,oct,coffee,west,in_store,5,10.51
81994,2025-10-18,oct,coffee,west,online,4,10.01
81995,2025-10-09,oct,utilities,east,in_store,5,303.47
81996,2025-10-20,oct,coffee,south,online,4,8.16
81997,2025-10-11,oct,coffee,north,in_store,2,9.78
81998,2025-10-10,oct,groceries,south,in_store,2,146.16
81999,2025-10-21,oct,utilities,north,in_store,5,393.88
82000,2025-10-11,oct,dining,east,in_store,3,36.54
82001,2025-10-12,oct,coffee,east,online,4,4.34
82002,2025-10-02,oct,dining,east,in_store,2,31.10
82003,2025-10-02,oct,transport,north,in_store,1,25.71
82004,2025-10-05,oct,coffee,east,in_store,3,10.95
82005,2025-10-28,oct,groceries,west,in_store,3,176.63
82006,2025-10-17,oct,groceries,east,in_store,5,53.18
82007,2025-10-04,oct,transport,north,online,3,24.67
82008,2025-10-30,oct,dining,west,online,4,161.45
82009,2025-10-03,oct,transport,east,in_store,4,71.46
82010,2025-10-06,oct,utilities,south,online,3,253.77
82011,2025-10-19,oct,groceries,north,in_store,3,157.14
82012,2025-10-08,oct,coffee,north,in_store,3,7.68
82013,2025-10-04,oct,transport,east,in_store,5,87.63
82014,2025-10-13,oct,transport,north,online,1,33.71
82015,2025-10-19,oct,rent,east,online,5,1936.42
82016,2025-10-18,oct,electronics,east,in_store,1,770.83
82017,2025-10-19,oct,utilities,north,in_store,1,277.24
82018,2025-10-03,oct,groceries,west,online,4,21.91
82019,2025-10-07,oct,transport,south,in_store,3,19.45
82020,2025-10-30,oct,groceries,west,online,2,156.78
82021,2025-10-19,oct,dining,east,in_store,4,13.79
82022,2025-10-26,oct,groceries,west,in_store,5,62.41
82023,2025-10-12,oct,transport,south,in_store,2,30.30
82024,2025-10-18,oct,transport,north,online,4,19.68
82025,2025-10-31,oct,groceries,east,online,2,149.72
82026,2025-10-18,oct,groceries,east,online,5,193.29
82027,2025-10-13,oct,utilities,south,online,1,403.31
82028,2025-10-03,oct,groceries,west,online,2,205.39
82029,2025-10-06,oct,dining,south,in_store,5,123.65
82030,2025-10-18,oct,coffee,east,in_store,3,11.34
82031,2025-10-15,oct,rent,south,online,2,1296.59
82032,2025-10-01,oct,transport,west,online,3,43.53
82033,2025-10-13,oct,dining,north,in_store,1,57.31
82034,2025-10-10,oct,utilities,north,online,2,127.79
82035,2025-10-11,oct,electronics,north,in_store,5,1806.60
82036,2025-10-09,oct,transport,north,online,2,34.36
82037,2025-10-17,oct,coffee,west,in_store,1,7.21
82038,2025-10-01,oct,coffee,north,in_store,3,10.15
82039,2025-10-21,oct,coffee,north,in_store,5,13.25
82040,2025-10-01,oct,transport,south,in_store,2,68.85
82041,2025-10-06,oct,dining,east,online,4,140.45
82042,2025-10-25,oct,dining,east,in_store,4,68.06
82043,2025-10-23,oct,coffee,north,online,2,3.05
82044,2025-10-24,oct,utilities,west,online,4,410.08
82045,2025-10-18,oct,dining,west,in_store,1,167.18
82046,2025-10-20,oct,electronics,north,online,2,944.37
82047,2025-10-28,oct,coffee,south,online,5,6.88
82048,2025-10-04,oct,transport,east,in_store,2,65.49
82049,2025-10-13,oct,transport,east,in_store,5,90.35
82050,2025-10-27,oct,coffee,west,online,1,10.28
82051,2025-10-22,oct,dining,south,online,5,16.16
82052,2025-10-21,oct,rent,west,in_store,5,1102.08
82053,2025-10-22,oct,transport,north,in_store,5,40.75
82054,2025-10-28,oct,transport,west,in_store,4,66.18
82055,2025-10-28,oct,groceries,south,online,1,187.58
82056,2025-10-30,oct,coffee,south,online,4,9.70
82057,2025-10-17,oct,transport,west,in_store,1,11.19
82058,2025-10-09,oct,utilities,south,online,2,96.63
82059,2025-10-25,oct,groceries,north,online,5,141.50
82060,2025-10-25,oct,groceries,west,online,3,129.55
82061,2025-10-12,oct,groceries,east,in_store,1,154.97
82062,2025-10-20,oct,groceries,east,in_store,5,20.70
82063,2025-10-14,oct,coffee,north,online,3,4.70
82064,2025-10-03,oct,coffee,north,online,3,7.60
82065,2025-10-15,oct,coffee,east,in_store,5,3.31
82066,2025-10-15,oct,dining,west,online,5,49.25
82067,2025-10-24,oct,groceries,north,in_store,4,200.36
82068,2025-10-15,oct,electronics,west,in_store,5,2096.42
82069,2025-10-22,oct,transport,north,in_store,5,77.51
82070,2025-10-09,oct,dining,north,online,2,15.40
82071,2025-10-29,oct,groceries,south,in_store,3,153.25
82072,2025-10-04,oct,utilities,north,online,2,70.36
82073,2025-10-19,oct,travel,south,online,5,284.98
82074,2025-10-02,oct,coffee,east,in_store,1,5.95
82075,2025-10-17,oct,groceries,west,in_store,4,87.16
82076,2025-10-15,oct,groceries,north,in_store,4,207.61
82077,2025-10-14,oct,coffee,south,online,4,11.95
82078,2025-10-03,oct,groceries,south,online,4,15.54
82079,2025-10-19,oct,rent,south,online,1,2556.92
82080,2025-10-30,oct,travel,west,in_store,3,2983.42
82081,2025-10-17,oct,transport,west,online,1,78.84
82082,2025-10-07,oct,groceries,north,in_store,4,176.30
82083,2025-10-15,oct,rent,west,in_store,2,1999.77
82084,2025-10-24,oct,coffee,west,in_store,1,4.64
82085,2025-10-27,oct,coffee,west,in_store,2,7.97
82086,2025-10-13,oct,groceries,east,in_store,1,145.02
82087,2025-10-14,oct,groceries,west,in_store,4,208.66
82088,2025-10-21,oct,groceries,west,in_store,3,69.39
82089,2025-10-24,oct,coffee,east,online,2,4.92
82090,2025-10-03,oct,coffee,north,in_store,5,9.72
82091,2025-10-25,oct,electronics,east,in_store,5,640.94
82092,2025-10-15,oct,electronics,north,in_store,1,1109.27
82093,2025-10-17,oct,coffee,west,in_store,2,12.28
82094,2025-10-28,oct,electronics,north,online,5,1661.91
82095,2025-10-27,oct,utilities,north,in_store,3,360.59
82096,2025-10-17,oct,electronics,south,in_store,1,1902.36
82097,2025-10-30,oct,groceries,north,in_store,5,113.50
82098,2025-10-04,oct,dining,north,online,2,162.92
82099,2025-10-29,oct,electronics,south,online,2,705.90
82100,2025-10-04,oct,groceries,west,online,1,125.31
82101,2025-10-20,oct,coffee,east,online,5,7.57
82102,2025-10-13,oct,utilities,east,in_store,4,343.21
82103,2025-10-23,oct,transport,east,online,5,11.16
82104,2025-10-25,oct,electronics,north,in_store,5,1268.74
82105,2025-10-25,oct,utilities,west,in_store,5,361.94
82106,2025-10-20,oct,transport,north,online,1,57.86
82107,2025-10-06,oct,groceries,south,in_store,4,117.72
82108,2025-10-10,oct,transport,east,online,1,75.67
82109,2025-10-02,oct,electronics,south,in_store,2,2197.18
82110,2025-10-17,oct,coffee,west,online,4,11.95
82111,2025-10-31,oct,coffee,west,in_store,3,5.71
82112,2025-10-05,oct,dining,west,online,5,18.95
82113,2025-10-22,oct,transport,north,in_store,3,35.56
82114,2025-10-31,oct,electronics,north,in_store,1,499.56
82115,2025-10-17,oct,dining,south,online,5,151.28
82116,2025-10-06,oct,dining,south,in_store,2,46.38
82117,2025-10-25,oct,groceries,north,online,3,51.31
82118,2025-10-12,oct,rent,north,online,3,2087.17
82119,2025-10-31,oct,groceries,west,in_store,5,66.07
82120,2025-10-15,oct,rent,east,in_store,4,1955.86
82121,2025-10-23,oct,transport,east,in_store,5,40.56
82122,2025-10-18,oct,utilities,north,online,5,363.01
82123,2025-10-16,oct,groceries,east,in_store,2,153.68
82124,2025-10-22,oct,groceries,north,online,2,102.46
82125,2025-10-04,oct,dining,south,in_store,3,81.40
82126,2025-10-30,oct,dining,south,in_store,1,90.55
82127,2025-10-10,oct,groceries,east,online,5,184.18
82128,2025-10-25,oct,groceries,west,in_store,5,108.00
82129,2025-10-09,oct,coffee,east,in_store,4,6.79
82130,2025-10-15,oct,utilities,south,online,1,157.34
82131,2025-10-20,oct,coffee,east,in_store,5,4.10
82132,2025-10-22,oct,dining,south,online,3,143.96
82133,2025-10-20,oct,groceries,west,online,1,115.54
82134,2025-10-26,oct,electronics,north,online,3,107.54
82135,2025-10-25,oct,transport,north,in_store,5,92.51
82136,2025-10-14,oct,transport,north,in_store,5,49.30
82137,2025-10-05,oct,groceries,north,online,2,57.11
82138,2025-10-15,oct,groceries,west,online,3,172.85
82139,2025-10-28,oct,transport,south,online,2,41.59
82140,2025-10-26,oct,groceries,east,online,1,170.56
82141,2025-10-27,oct,coffee,north,online,1,7.60
82142,2025-10-11,oct,groceries,west,online,1,31.44
82143,2025-10-15,oct,coffee,north,in_store,4,13.27
82144,2025-10-13,oct,utilities,north,in_store,3,324.93
82145,2025-10-27,oct,groceries,east,in_store,1,218.97
82146,2025-10-20,oct,utilities,east,in_store,4,308.08
82147,2025-10-15,oct,transport,east,online,5,9.76
82148,2025-10-24,oct,utilities,east,in_store,2,371.43
82149,2025-10-18,oct,coffee,north,in_store,4,9.58
82150,2025-10-12,oct,coffee,north,online,3,7.73
82151,2025-10-06,oct,utilities,south,in_store,2,133.98
82152,2025-10-07,oct,transport,east,in_store,3,53.00
82153,2025-10-19,oct,electronics,west,online,4,1973.25
82154,2025-10-08,oct,coffee,east,online,1,4.17
82155,2025-10-16,oct,groceries,south,in_store,1,76.36
82156,2025-10-21,oct,groceries,east,online,3,8.68
82157,2025-10-14,oct,utilities,east,in_store,1,212.43
82158,2025-10-15,oct,travel,south,online,2,3481.30
82159,2025-10-15,oct,transport,south,in_store,3,41.38
82160,2025-10-13,oct,groceries,west,in_store,3,76.72
82161,2025-10-30,oct,dining,east,in_store,4,119.33
82162,2025-10-12,oct,groceries,west,online,5,118.36
82163,2025-10-08,oct,groceries,south,online,2,93.29
82164,2025-10-24,oct,electronics,west,in_store,5,1855.98
82165,2025-10-01,oct,groceries,west,in_store,1,101.22
82166,2025-10-22,oct,travel,east,in_store,1,526.04
82167,2025-10-30,oct,transport,west,in_store,1,32.08
82168,2025-10-03,oct,coffee,north,online,1,9.49
82169,2025-10-01,oct,groceries,north,in_store,3,179.99
82170,2025-10-27,oct,dining,south,online,1,92.66
82171,2025-10-14,oct,dining,north,in_store,1,145.42
82172,2025-10-17,oct,dining,west,online,5,154.40
82173,2025-10-22,oct,electronics,north,in_store,2,589.36
82174,2025-10-20,oct,coffee,north,in_store,3,11.57
82175,2025-10-30,oct,electronics,west,in_store,3,637.10
82176,2025-10-11,oct,groceries,south,online,2,213.27
82177,2025-10-24,oct,transport,east,in_store,1,58.76
82178,2025-10-30,oct,transport,north,in_store,2,32.66
82179,2025-10-16,oct,dining,north,online,2,168.30
82180,2025-10-07,oct,utilities,north,in_store,1,321.52
82181,2025-10-24,oct,groceries,north,online,2,167.11
